query_id,query_text,query_class,query_subtype,fact_id,fact_text,gold_relevant,hard_negative_labels,COSINE_SCORE,LOGIT_SCORE,rank_within_query
CQ01,Who works on Project Helix?,answerable,narrow,CF16,Theo works on Project Quasar.,False,HN2,0.6430682887348682,,18
CQ01,Who works on Project Helix?,answerable,narrow,CF17,Project Quasar uses Elixir.,False,,0.6435209291890402,,17
CQ01,Who works on Project Helix?,answerable,narrow,CF18,Project Quasar depends on Celery.,False,HN4,0.6091860583785066,,25
CQ01,Who works on Project Helix?,answerable,narrow,CF19,Project Quasar supports feature streaming.,False,,0.6186907740764985,,23
CQ01,Who works on Project Helix?,answerable,narrow,CF20,Project Quasar does NOT support feature streaming.,False,,0.5723675716527616,,33
CQ01,Who works on Project Helix?,answerable,narrow,CF21,Nadia works on Project Ember.,False,,0.650882672435943,,15
CQ01,Who works on Project Helix?,answerable,narrow,CF22,Project Ember uses PostgreSQL in production.,False,,0.601980335823472,,26
CQ01,Who works on Project Helix?,answerable,narrow,CF23,Project Ember uses SQLite in tests.,False,,0.5855769615116657,,32
CQ01,Who works on Project Helix?,answerable,narrow,CF24,Feature auth is enabled by default in Project Ember.,False,,0.5312351114151677,,36
CQ01,Who works on Project Helix?,answerable,narrow,CF25,Feature auth is enabled only when DEBUG_MODE=true in Project Ember.,False,,0.5067363352312779,,38
CQ01,Who works on Project Helix?,answerable,narrow,CF26,Owen works on Project Lattice.,False,,0.6583589242224624,,11
CQ01,Who works on Project Helix?,answerable,narrow,CF27,Project Lattice requires more than 16 GB of memory.,False,,0.546689878722225,,35
CQ01,Who works on Project Helix?,answerable,narrow,CF28,Project Lattice requires less than 16 GB of memory.,False,HN6|HN12,0.5275680441185994,,37
CQ01,Who works on Project Helix?,answerable,narrow,CF29,Project Lattice is deployed in Singapore.,False,,0.6142840591247457,,24
CQ01,Who works on Project Helix?,answerable,narrow,CF30,Priya confirmed migration Lattice-Blue.,False,,0.4650726856514503,,39
CQ01,Who works on Project Helix?,answerable,narrow,CF31,Kai works on Project Flux.,False,,0.6331984060882953,,20
CQ01,Who works on Project Helix?,answerable,narrow,CF32,Project Flux uses Go.,False,HN6,0.6360050295403519,,19
CQ01,Who works on Project Helix?,answerable,narrow,CF33,Kai said that Priya may confirm migration Lattice-Blue.,False,,0.39908165454129635,,40
CQ01,Who works on Project Helix?,answerable,narrow,CF34,Project Flux has status alpha.,False,,0.6320931138708621,,21
CQ01,Who works on Project Helix?,answerable,narrow,CF35,Project Flux is owned by Apex Labs.,False,,0.6901218038911113,,7
CQ01,Who works on Project Helix?,answerable,narrow,CF36,Priya works on Project Harbor.,False,,0.5903954741219772,,30
CQ01,Who works on Project Helix?,answerable,narrow,CF37,Project Harbor uses TypeScript.,False,,0.6705347134542395,,9
CQ01,Who works on Project Helix?,answerable,narrow,CF38,Project Harbor depends on Redis.,False,,0.5979694484213067,,28
CQ01,Who works on Project Helix?,answerable,narrow,CF39,Project Harbor has status GA.,False,,0.6003075816799488,,27
CQ01,Who works on Project Helix?,answerable,narrow,CF40,Project HelixCore uses Ruby.,False,HN5|HN3,0.7740583763466351,,5
CQ02,What language does Project Cascade use?,answerable,narrow,CF01,Mira works on Project Helix.,False,,0.6654182704579686,,14
CQ02,What language does Project Cascade use?,answerable,narrow,CF02,Project Helix uses Go.,False,HN2,0.6622728171343796,,16
CQ02,What language does Project Cascade use?,answerable,narrow,CF03,Project Helix depends on Redis.,False,,0.6165436806947071,,21
CQ02,What language does Project Cascade use?,answerable,narrow,CF04,Project Helix is owned by Apex Labs.,False,,0.5542354099873799,,37
CQ02,What language does Project Cascade use?,answerable,narrow,CF05,Project Helix is deployed in Frankfurt.,False,,0.6642270319570671,,15
CQ02,What language does Project Cascade use?,answerable,narrow,CF06,Jonas works on Project Cascade.,False,HN1,0.7332483267015192,,5
CQ02,What language does Project Cascade use?,answerable,narrow,CF07,Project Cascade uses TypeScript.,True,,0.8646035979812146,,1
CQ02,What language does Project Cascade use?,answerable,narrow,CF08,Project Cascade depends on Kafka.,False,HN1,0.7863807076850228,,3
CQ02,What language does Project Cascade use?,answerable,narrow,CF09,Project Cascade is owned by Northwind Systems.,False,,0.7161731647176562,,9
CQ02,What language does Project Cascade use?,answerable,narrow,CF10,Project Cascade has status beta.,False,HN1,0.8124649966736132,,2
CQ02,What language does Project Cascade use?,answerable,narrow,CF11,Elena works on Project Prism.,False,,0.6206480368933898,,19
CQ02,What language does Project Cascade use?,answerable,narrow,CF12,Project Prism uses Kotlin.,False,HN2,0.7433314659400698,,4
CQ02,What language does Project Cascade use?,answerable,narrow,CF13,Project Prism depends on Grafana.,False,,0.6099235665018196,,24
CQ02,What language does Project Cascade use?,answerable,narrow,CF14,Project Prism currently uses Go for the API layer.,False,,0.7302461350575974,,6
CQ02,What language does Project Cascade use?,answerable,narrow,CF15,Project Prism previously used Python for the API layer.,False,HN4,0.7295000930987868,,7
CQ02,What language does Project Cascade use?,answerable,narrow,CF16,Theo works on Project Quasar.,False,,0.551284086425613,,39
CQ02,What language does Project Cascade use?,answerable,narrow,CF17,Project Quasar uses Elixir.,False,,0.6505390654367454,,17
CQ02,What language does Project Cascade use?,answerable,narrow,CF18,Project Quasar depends on Celery.,False,,0.5830639557575815,,30
CQ02,What language does Project Cascade use?,answerable,narrow,CF19,Project Quasar supports feature streaming.,False,,0.675019437648579,,12
CQ02,What language does Project Cascade use?,answerable,narrow,CF20,Project Quasar does NOT support feature streaming.,False,,0.6143310367356576,,22
CQ02,What language does Project Cascade use?,answerable,narrow,CF21,Nadia works on Project Ember.,False,,0.5867617621609263,,26
CQ02,What language does Project Cascade use?,answerable,narrow,CF22,Project Ember uses PostgreSQL in production.,False,,0.678402406848662,,11
CQ02,What language does Project Cascade use?,answerable,narrow,CF23,Project Ember uses SQLite in tests.,False,HN9,0.6190528018563752,,20
CQ02,What language does Project Cascade use?,answerable,narrow,CF24,Feature auth is enabled by default in Project Ember.,False,,0.5726758003839714,,32
CQ02,What language does Project Cascade use?,answerable,narrow,CF25,Feature auth is enabled only when DEBUG_MODE=true in Project Ember.,False,,0.5514407222574994,,38
CQ02,What language does Project Cascade use?,answerable,narrow,CF26,Owen works on Project Lattice.,False,,0.5582067559268779,,35
CQ02,What language does Project Cascade use?,answerable,narrow,CF27,Project Lattice requires more than 16 GB of memory.,False,HN6,0.5862788965404999,,27
CQ02,What language does Project Cascade use?,answerable,narrow,CF28,Project Lattice requires less than 16 GB of memory.,False,,0.5842868355624056,,28
CQ02,What language does Project Cascade use?,answerable,narrow,CF29,Project Lattice is deployed in Singapore.,False,,0.6129932601257314,,23
CQ02,What language does Project Cascade use?,answerable,narrow,CF30,Priya confirmed migration Lattice-Blue.,False,,0.5579783632251568,,36
CQ02,What language does Project Cascade use?,answerable,narrow,CF31,Kai works on Project Flux.,False,,0.5735336717412157,,31
CQ02,What language does Project Cascade use?,answerable,narrow,CF32,Project Flux uses Go.,False,,0.6679327445478644,,13
CQ02,What language does Project Cascade use?,answerable,narrow,CF33,Kai said that Priya may confirm migration Lattice-Blue.,False,,0.4387622147835429,,40
CQ02,What language does Project Cascade use?,answerable,narrow,CF34,Project Flux has status alpha.,False,,0.6209632305832308,,18
CQ02,What language does Project Cascade use?,answerable,narrow,CF35,Project Flux is owned by Apex Labs.,False,,0.5835815359548727,,29
CQ02,What language does Project Cascade use?,answerable,narrow,CF36,Priya works on Project Harbor.,False,,0.5691310122100275,,33
CQ02,What language does Project Cascade use?,answerable,narrow,CF37,Project Harbor uses TypeScript.,False,HN2|HN3,0.7283161280885765,,8
CQ02,What language does Project Cascade use?,answerable,narrow,CF38,Project Harbor depends on Redis.,False,,0.5926166054887744,,25
CQ02,What language does Project Cascade use?,answerable,narrow,CF39,Project Harbor has status GA.,False,,0.5603085598632155,,34
CQ02,What language does Project Cascade use?,answerable,narrow,CF40,Project HelixCore uses Ruby.,False,HN6,0.6934360695871679,,10
CQ03,What does Project Helix depend on?,answerable,narrow,CF01,Mira works on Project Helix.,False,HN1,0.7530336950007172,,5
CQ03,What does Project Helix depend on?,answerable,narrow,CF02,Project Helix uses Go.,False,HN1,0.8017884580888968,,2
CQ03,What does Project Helix depend on?,answerable,narrow,CF03,Project Helix depends on Redis.,True,,0.8102099432545868,,1
CQ03,What does Project Helix depend on?,answerable,narrow,CF04,Project Helix is owned by Apex Labs.,False,,0.7767778937747625,,3
CQ03,What does Project Helix depend on?,answerable,narrow,CF05,Project Helix is deployed in Frankfurt.,False,,0.737331121614659,,6
CQ03,What does Project Helix depend on?,answerable,narrow,CF06,Jonas works on Project Cascade.,False,,0.5803355286307728,,28
CQ03,What does Project Helix depend on?,answerable,narrow,CF07,Project Cascade uses TypeScript.,False,,0.6893315991304433,,8
CQ03,What does Project Helix depend on?,answerable,narrow,CF08,Project Cascade depends on Kafka.,False,HN2,0.6599647873633563,,11
CQ03,What does Project Helix depend on?,answerable,narrow,CF09,Project Cascade is owned by Northwind Systems.,False,,0.5629888074660276,,32
CQ03,What does Project Helix depend on?,answerable,narrow,CF10,Project Cascade has status beta.,False,,0.6564109578358022,,12
CQ03,What does Project Helix depend on?,answerable,narrow,CF11,Elena works on Project Prism.,False,,0.5523845679376703,,36
CQ03,What does Project Helix depend on?,answerable,narrow,CF12,Project Prism uses Kotlin.,False,,0.6528719396417906,,13
CQ03,What does Project Helix depend on?,answerable,narrow,CF13,Project Prism depends on Grafana.,False,HN2,0.6078863849724878,,23
CQ03,What does Project Helix depend on?,answerable,narrow,CF14,Project Prism currently uses Go for the API layer.,False,,0.673030123576267,,10
CQ03,What does Project Helix depend on?,answerable,narrow,CF15,Project Prism previously used Python for the API layer.,False,,0.6740211516710555,,9
CQ03,What does Project Helix depend on?,answerable,narrow,CF16,Theo works on Project Quasar.,False,,0.5654481727423749,,31
CQ03,What does Project Helix depend on?,answerable,narrow,CF17,Project Quasar uses Elixir.,False,,0.6293094268296145,,19
CQ03,What does Project Helix depend on?,answerable,narrow,CF18,Project Quasar depends on Celery.,False,HN2,0.6498877244217989,,14
CQ03,What does Project Helix depend on?,answerable,narrow,CF19,Project Quasar supports feature streaming.,False,,0.6358661782891323,,16
CQ03,What does Project Helix depend on?,answerable,narrow,CF20,Project Quasar does NOT support feature streaming.,False,HN4,0.6015942113948006,,24
CQ03,What does Project Helix depend on?,answerable,narrow,CF21,Nadia works on Project Ember.,False,,0.5751173034465813,,29
CQ03,What does Project Helix depend on?,answerable,narrow,CF22,Project Ember uses PostgreSQL in production.,False,,0.6352269040182607,,17
CQ03,What does Project Helix depend on?,answerable,narrow,CF23,Project Ember uses SQLite in tests.,False,HN9,0.6124109244590497,,22
CQ03,What does Project Helix depend on?,answerable,narrow,CF24,Feature auth is enabled by default in Project Ember.,False,,0.6001416264275556,,25
CQ03,What does Project Helix depend on?,answerable,narrow,CF25,Feature auth is enabled only when DEBUG_MODE=true in Project Ember.,False,,0.5921323643122132,,26
CQ03,What does Project Helix depend on?,answerable,narrow,CF26,Owen works on Project Lattice.,False,,0.5593360803977903,,33
CQ03,What does Project Helix depend on?,answerable,narrow,CF27,Project Lattice requires more than 16 GB of memory.,False,,0.5546226342682433,,35
CQ03,What does Project Helix depend on?,answerable,narrow,CF28,Project Lattice requires less than 16 GB of memory.,False,HN6,0.5449671117244094,,37
CQ03,What does Project Helix depend on?,answerable,narrow,CF29,Project Lattice is deployed in Singapore.,False,,0.5735340010288776,,30
CQ03,What does Project Helix depend on?,answerable,narrow,CF30,Priya confirmed migration Lattice-Blue.,False,,0.48515707383465195,,39
CQ03,What does Project Helix depend on?,answerable,narrow,CF31,Kai works on Project Flux.,False,,0.5550473082999988,,34
CQ03,What does Project Helix depend on?,answerable,narrow,CF32,Project Flux uses Go.,False,,0.6319755643703024,,18
CQ03,What does Project Helix depend on?,answerable,narrow,CF33,Kai said that Priya may confirm migration Lattice-Blue.,False,,0.3778304545318497,,40
CQ03,What does Project Helix depend on?,answerable,narrow,CF34,Project Flux has status alpha.,False,,0.6183499100062728,,21
CQ03,What does Project Helix depend on?,answerable,narrow,CF35,Project Flux is owned by Apex Labs.,False,,0.6431132506497591,,15
CQ03,What does Project Helix depend on?,answerable,narrow,CF36,Priya works on Project Harbor.,False,,0.5413962765244666,,38
CQ03,What does Project Helix depend on?,answerable,narrow,CF37,Project Harbor uses TypeScript.,False,,0.6931830551000733,,7
CQ03,What does Project Helix depend on?,answerable,narrow,CF38,Project Harbor depends on Redis.,False,HN2|HN3,0.6271644147940957,,20
CQ03,What does Project Helix depend on?,answerable,narrow,CF39,Project Harbor has status GA.,False,,0.5855892823350495,,27
CQ03,What does Project Helix depend on?,answerable,narrow,CF40,Project HelixCore uses Ruby.,False,HN5,0.7609598734603609,,4
CQ04,Where is Project Helix deployed?,answerable,narrow,CF01,Mira works on Project Helix.,False,HN1,0.7560853703553542,,5
CQ04,Where is Project Helix deployed?,answerable,narrow,CF02,Project Helix uses Go.,False,HN1,0.8018537270602591,,2
CQ04,Where is Project Helix deployed?,answerable,narrow,CF03,Project Helix depends on Redis.,False,,0.7685326401742125,,4
CQ04,Where is Project Helix deployed?,answerable,narrow,CF04,Project Helix is owned by Apex Labs.,False,,0.7823518118943352,,3
CQ04,Where is Project Helix deployed?,answerable,narrow,CF05,Project Helix is deployed in Frankfurt.,True,,0.8291647815226325,,1
CQ04,Where is Project Helix deployed?,answerable,narrow,CF06,Jonas works on Project Cascade.,False,HN6,0.5943823318517432,,26
CQ04,Where is Project Helix deployed?,answerable,narrow,CF07,Project Cascade uses TypeScript.,False,,0.6831853771708917,,11
CQ04,Where is Project Helix deployed?,answerable,narrow,CF08,Project Cascade depends on Kafka.,False,,0.6211594317175897,,20
CQ04,Where is Project Helix deployed?,answerable,narrow,CF09,Project Cascade is owned by Northwind Systems.,False,,0.6002443726222252,,24
CQ04,Where is Project Helix deployed?,answerable,narrow,CF10,Project Cascade has status beta.,False,,0.6901278475705862,,8
CQ04,Where is Project Helix deployed?,answerable,narrow,CF11,Elena works on Project Prism.,False,,0.5752626109871465,,31
CQ04,Where is Project Helix deployed?,answerable,narrow,CF12,Project Prism uses Kotlin.,False,,0.6648867848548881,,13
CQ04,Where is Project Helix deployed?,answerable,narrow,CF13,Project Prism depends on Grafana.,False,,0.5508507379818406,,36
CQ04,Where is Project Helix deployed?,answerable,narrow,CF14,Project Prism currently uses Go for the API layer.,False,,0.6840794272953762,,10
CQ04,Where is Project Helix deployed?,answerable,narrow,CF15,Project Prism previously used Python for the API layer.,False,HN4|HN8,0.6842073745641476,,9
CQ04,Where is Project Helix deployed?,answerable,narrow,CF16,Theo works on Project Quasar.,False,,0.5664683215445353,,33
CQ04,Where is Project Helix deployed?,answerable,narrow,CF17,Project Quasar uses Elixir.,False,,0.6156544114332302,,21
CQ04,Where is Project Helix deployed?,answerable,narrow,CF18,Project Quasar depends on Celery.,False,,0.5906757441821903,,28
CQ04,Where is Project Helix deployed?,answerable,narrow,CF19,Project Quasar supports feature streaming.,False,,0.6026763970593528,,23
CQ04,Where is Project Helix deployed?,answerable,narrow,CF20,Project Quasar does NOT support feature streaming.,False,,0.5613297185471365,,34
CQ04,Where is Project Helix deployed?,answerable,narrow,CF21,Nadia works on Project Ember.,False,,0.5975990168325905,,25
CQ04,Where is Project Helix deployed?,answerable,narrow,CF22,Project Ember uses PostgreSQL in production.,False,,0.6530016259993354,,15
CQ04,Where is Project Helix deployed?,answerable,narrow,CF23,Project Ember uses SQLite in tests.,False,HN6,0.6028064681183358,,22
CQ04,Where is Project Helix deployed?,answerable,narrow,CF24,Feature auth is enabled by default in Project Ember.,False,,0.5774030607119414,,30
CQ04,Where is Project Helix deployed?,answerable,narrow,CF25,Feature auth is enabled only when DEBUG_MODE=true in Project Ember.,False,,0.5595495428732875,,35
CQ04,Where is Project Helix deployed?,answerable,narrow,CF26,Owen works on Project Lattice.,False,,0.5841314818025841,,29
CQ04,Where is Project Helix deployed?,answerable,narrow,CF27,Project Lattice requires more than 16 GB of memory.,False,,0.5418050623399321,,37
CQ04,Where is Project Helix deployed?,answerable,narrow,CF28,Project Lattice requires less than 16 GB of memory.,False,,0.5263832547209125,,39
CQ04,Where is Project Helix deployed?,answerable,narrow,CF29,Project Lattice is deployed in Singapore.,False,HN2,0.6729470169338067,,12
CQ04,Where is Project Helix deployed?,answerable,narrow,CF30,Priya confirmed migration Lattice-Blue.,False,,0.5329253311121938,,38
CQ04,Where is Project Helix deployed?,answerable,narrow,CF31,Kai works on Project Flux.,False,,0.5675090893304083,,32
CQ04,Where is Project Helix deployed?,answerable,narrow,CF32,Project Flux uses Go.,False,,0.6337526969785152,,19
CQ04,Where is Project Helix deployed?,answerable,narrow,CF33,Kai said that Priya may confirm migration Lattice-Blue.,False,,0.4190638170319127,,40
CQ04,Where is Project Helix deployed?,answerable,narrow,CF34,Project Flux has status alpha.,False,,0.6346011961790731,,18
CQ04,Where is Project Helix deployed?,answerable,narrow,CF35,Project Flux is owned by Apex Labs.,False,,0.6489766466707403,,16
CQ04,Where is Project Helix deployed?,answerable,narrow,CF36,Priya works on Project Harbor.,False,,0.5925546957777946,,27
CQ04,Where is Project Helix deployed?,answerable,narrow,CF37,Project Harbor uses TypeScript.,False,,0.7139492856160594,,7
CQ04,Where is Project Helix deployed?,answerable,narrow,CF38,Project Harbor depends on Redis.,False,,0.6361588779911902,,17
CQ04,Where is Project Helix deployed?,answerable,narrow,CF39,Project Harbor has status GA.,False,,0.6542101142555161,,14
CQ04,Where is Project Helix deployed?,answerable,narrow,CF40,Project HelixCore uses Ruby.,False,HN5,0.7411721559425768,,6
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF01,Mira works on Project Helix.,False,HN2,0.6287527380275711,,12
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF02,Project Helix uses Go.,False,,0.5952451354685583,,24
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF03,Project Helix depends on Redis.,False,,0.6054067118666133,,20
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF04,Project Helix is owned by Apex Labs.,False,,0.5590887714729492,,34
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF05,Project Helix is deployed in Frankfurt.,False,,0.5598916371882036,,32
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF06,Jonas works on Project Cascade.,False,HN2,0.6384042619815641,,8
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF07,Project Cascade uses TypeScript.,False,,0.6304281843758597,,11
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF08,Project Cascade depends on Kafka.,False,,0.606354274153649,,19
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF09,Project Cascade is owned by Northwind Systems.,False,,0.5733166809527607,,28
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF10,Project Cascade has status beta.,False,,0.641042435157037,,7
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF11,Elena works on Project Prism.,True,,0.7893090605536217,,2
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF12,Project Prism uses Kotlin.,False,HN1,0.7730394687747705,,4
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF13,Project Prism depends on Grafana.,False,HN1,0.7660654614765574,,5
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF14,Project Prism currently uses Go for the API layer.,False,HN4,0.7734853682561998,,3
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF15,Project Prism previously used Python for the API layer.,False,HN4|HN8,0.7957486868674405,,1
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF16,Theo works on Project Quasar.,False,,0.6254997791240697,,14
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF17,Project Quasar uses Elixir.,False,,0.6150347001255109,,16
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF18,Project Quasar depends on Celery.,False,,0.5991555267627614,,22
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF19,Project Quasar supports feature streaming.,False,,0.6026899898400452,,21
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF20,Project Quasar does NOT support feature streaming.,False,,0.5596619602601293,,33
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF21,Nadia works on Project Ember.,False,,0.6238855055537673,,15
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF22,Project Ember uses PostgreSQL in production.,False,,0.5364377840639716,,36
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF23,Project Ember uses SQLite in tests.,False,,0.5282745486849201,,37
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF24,Feature auth is enabled by default in Project Ember.,False,,0.5267096660615024,,38
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF25,Feature auth is enabled only when DEBUG_MODE=true in Project Ember.,False,,0.5031780679028623,,39
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF26,Owen works on Project Lattice.,False,HN2,0.6264352716696902,,13
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF27,Project Lattice requires more than 16 GB of memory.,False,,0.5933696357961488,,25
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF28,Project Lattice requires less than 16 GB of memory.,False,,0.586622796750652,,27
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF29,Project Lattice is deployed in Singapore.,False,,0.6515177887588652,,6
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF30,Priya confirmed migration Lattice-Blue.,False,,0.5428250770168314,,35
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF31,Kai works on Project Flux.,False,,0.63637643945783,,9
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF32,Project Flux uses Go.,False,,0.6098884550838161,,18
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF33,Kai said that Priya may confirm migration Lattice-Blue.,False,HN3,0.4739911249262607,,40
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF34,Project Flux has status alpha.,False,,0.6308335326911187,,10
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF35,Project Flux is owned by Apex Labs.,False,,0.5969152100507162,,23
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF36,Priya works on Project Harbor.,False,,0.5664732742965821,,30
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF37,Project Harbor uses TypeScript.,False,,0.5879149206968144,,26
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF38,Project Harbor depends on Redis.,False,,0.5654188702692112,,31
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF39,Project Harbor has status GA.,False,,0.5732648492200949,,29
CQ05,Which person is assigned to Project Prism?,answerable,paraphrase,CF40,Project HelixCore uses Ruby.,False,HN6,0.6119235143836022,,17
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF01,Mira works on Project Helix.,False,,0.639092553354239,,17
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF02,Project Helix uses Go.,False,HN2,0.6473517252718995,,14
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF03,Project Helix depends on Redis.,False,,0.6229955912223272,,19
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF04,Project Helix is owned by Apex Labs.,False,,0.5868456951812715,,26
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF05,Project Helix is deployed in Frankfurt.,False,,0.6291151936475584,,18
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF06,Jonas works on Project Cascade.,False,,0.5412653780167861,,36
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF07,Project Cascade uses TypeScript.,False,HN2,0.6600894813386288,,11
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF08,Project Cascade depends on Kafka.,False,,0.6553602020571563,,12
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF09,Project Cascade is owned by Northwind Systems.,False,,0.5571534754328938,,32
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF10,Project Cascade has status beta.,False,,0.6499756003917818,,13
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF11,Elena works on Project Prism.,False,,0.5799562515419063,,27
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF12,Project Prism uses Kotlin.,False,HN2,0.6671408107279577,,9
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF13,Project Prism depends on Grafana.,False,,0.5977510701394452,,23
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF14,Project Prism currently uses Go for the API layer.,False,HN4,0.6793414531961578,,7
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF15,Project Prism previously used Python for the API layer.,False,HN8,0.6986823665526263,,6
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF16,Theo works on Project Quasar.,False,HN1,0.7365204284940003,,5
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF17,Project Quasar uses Elixir.,True,,0.8289305604781432,,1
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF18,Project Quasar depends on Celery.,False,HN1,0.7711751299570342,,3
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF19,Project Quasar supports feature streaming.,False,,0.8246743649601668,,2
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF20,Project Quasar does NOT support feature streaming.,False,HN4|HN7,0.7540072857137633,,4
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF21,Nadia works on Project Ember.,False,,0.5399811052755543,,37
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF22,Project Ember uses PostgreSQL in production.,False,,0.644752809396542,,16
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF23,Project Ember uses SQLite in tests.,False,,0.5704105083321616,,30
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF24,Feature auth is enabled by default in Project Ember.,False,,0.5255433625329334,,39
